Symbol,Company Name,Industry,Market Cap
SBFG,SB Financial Group,Banks - Regional,92810304
SBFM,Sunshine Biopharma,Drug Manufacturers - Specialty & Generic,14366581
SBGI,Sinclair Broadcast Group,Entertainment,1053381673
SBH,Sally Beauty Holdings,Specialty Retail,1188482750
SBIG,SpringBig Holdings,Software - Application,13421907
SBLK,Star Bulk Carriers,Marine Shipping,1943997300
SBOW,SilverBow Resources,Oil & Gas E&P,551395146
SBR,Sabine Royalty Trust,Oil & Gas E&P,1061664626
SBRA,Sabra Health Care REIT,REIT - Healthcare Facilities,2515401687
SBS,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,Utilities - Regulated Water,6999142564
SBSI,Southside Bancshares,Banks - Regional,848885760
SBSW,Sibanye Stillwater,Gold,5413461178
SBT,"Sterling Bancorp, Inc. (Southfield, MI)",Banks - Regional,247943528
SBUX,Starbucks,Restaurants,120956664000
SBXC,SilverBox Corp III,Shell Companies,146015000
SCAQ,Stratim Cloud Acquisition,Shell Companies,257250000
SCCO,Southern Copper,Copper,53251266862
SCHL,Scholastic,Publishing,1401904602
SCHN,Schnitzer Steel Industries,Steel,802387200
SCHW,The Charles Schwab Corporation,Capital Markets,91411462147
SCI,Service Corporation International,Personal Services,10032766000
SCKT,Socket Mobile,Computer Hardware,9839331
SCL,Stepan Company,Specialty Chemicals,2037740852
SCLX,Scilex Holding Company,Drug Manufacturers - General,1041090597
SCM,Stellus Capital Investment,Asset Management,312535500
SCOR,comScore,Internet Content & Information,94429344
SCPH,scPharmaceuticals,Biotechnology,400613920
SCPL,SciPlay,Electronic Gaming & Multimedia,417839975
SCRM,Screaming Eagle Acquisition,Shell Companies,959999949
SCS,Steelcase,Business Equipment & Supplies,789694290
SCSC,ScanSource,Electronics & Computer Distribution,732054120
SCTL,Societal CDMO,Drug Manufacturers - Specialty & Generic,63692028
SCU,Sculptor Capital Management,Asset Management,203019108
SCUA,Sculptor Acquisition Corp I,Shell Companies,302450011
SCVL,Shoe Carnival,Apparel Retail,609583880
SCWO,374Water,Pollution & Treatment Controls,339343640
SCWX,SecureWorks,Software - Infrastructure,769002576
SCX,The L.S. Starrett Company,Tools & Accessories,74638637
SCYX,SCYNEXIS,Drug Manufacturers - Specialty & Generic,102613894
SD,SandRidge Energy,Oil & Gas E&P,634705800
SDA,SunCar Technology Group,Shell Companies,21762966
SDAC,Sustainable Development Acquisition I,Shell Companies,102768178
SDC,SmileDirectClub,Medical Instruments & Supplies,136614726
SDGR,Schrödinger,Health Information Services,2368355055
SDIG,Stronghold Digital Mining,Capital Markets,341868060
SDPI,Superior Drilling Products,Oil & Gas Equipment & Services,28683594
SDRL,Seadrill,Oil & Gas Drilling,2951865618
SE,Sea Limited,Internet Retail,39355743293
SEAC,SeaChange International,Software - Application,21714011
SEAS,SeaWorld Entertainment,Leisure,3570638841
SEAT,Vivid Seats,Internet Content & Information,1502368974
SEB,Seaboard,Conglomerates,4430848161
SECO,Secoo Holding,Internet Retail,5878296
SEDA,SDCL EDGE Acquisition,Shell Companies,259188807
SEDG,SolarEdge Technologies,Solar,16673523624
SEE,Sealed Air,Packaging & Containers,6114747100
SEED,Origin Agritech,Agricultural Inputs,37020833
SEEL,Seelos Therapeutics,Biotechnology,123029110
SEER,"Seer, Inc.",Biotechnology,241579527
SEIC,SEI Investments Company,Asset Management,7721083520
SELB,Selecta Biosciences,Biotechnology,174906789
SELF,Global Self Storage,REIT - Industrial,56165256
SEM,Select Medical Holdings,Medical Care Facilities,3623119500
SEMR,Semrush Holdings,Software - Application,1156148612
SENEA,Seneca Foods,Packaged Foods,376579562
SENEB,Seneca Foods,Packaged Foods,370358099
SENS,Senseonics Holdings,Medical Devices,340901069
SEPA,SEP Acquisition,Shell Companies,57913755
SERA,Sera Prognostics,Diagnostics & Research,102161409
SES,SES AI,Auto Parts,511008792
SEV,Sono Group,Auto Manufacturers,15922906
SEVN,Seven Hills Realty Trust,REIT - Mortgage,136627101
SF,Stifel Financial,Capital Markets,6225644460
SFBC,Sound Financial Bancorp,Banks - Regional,95290747
SFBS,ServisFirst Bancshares,Banks - Regional,2395687920
SFE,Safeguard Scientifics,Asset Management,26907705
SFIX,Stitch Fix,Apparel Retail,343146350
SFL,SFL Corporation,Marine Shipping,1105364640
SFM,Sprouts Farmers Market,Grocery Stores,3790105440
SFNC,Simmons First National,Banks - Regional,2061424130
SFR,Appreciate Holdings,Real Estate Services,12792985
SFST,Southern First Bancshares,Banks - Regional,192668641
SFT,Shift Technologies,Auto & Truck Dealerships,24464470
SFWL,Shengfeng Development,Integrated Freight & Logistics,495224000
SG,Sweetgreen,Restaurants,1056564979
SGA,Saga Communications,Broadcasting,122838012
SGBX,SG Blocks,Metal Fabrication,11311555
SGC,Superior Group of Companies,Apparel Manufacturing,156073918
SGE,Strong Global Entertainment,Entertainment,24920000
SGEN,Seagen,Biotechnology,36244523200
SGH,SMART Global Holdings,Semiconductors,977998981
SGHC,Super Group (SGHC),Gambling,1829539040
SGHL,Signal Hill Acquisition,Shell Companies,130625000
SGHT,Sight Sciences,Medical Devices,462794910
SGII,Seaport Global Acquisition II,Shell Companies,78880920
SGLY,Singularity Future Technology,Integrated Freight & Logistics,11652423
SGMA,SigmaTron International,Electronic Components,19974544
SGML,Sigma Lithium,Other Industrial Metals & Mining,4176225000
SGMO,Sangamo Therapeutics,Biotechnology,221655540
SGRP,SPAR Group,Specialty Business Services,23623616
SGRY,Surgery Partners,Medical Care Facilities,4664582400
SGTX,Sigilon Therapeutics,Biotechnology,20705288
SGU,"Star Group,",Oil & Gas Refining & Marketing,485975490
SHAK,Shake Shack,Restaurants,2817619155
SHAP,Spree Acquisition Corp. 1,Shell Companies,272819036
SHBI,Shore Bancshares,Banks - Regional,223646776
SHC,Sotera Health Company,Diagnostics & Research,4136048763
SHCO,Soho House & Co,Lodging,1350366020
SHCR,Sharecare,Health Information Services,486092549
SHEL,Shell,Oil & Gas Integrated,206162103967
SHEN,Shenandoah Telecommunications Company,Telecom Services,1005942938
SHFS,SHF Holdings,Banks - Regional,15720788
SHG,Shinhan Financial Group Co.,Banks - Regional,13334693222
SHIP,Seanergy Maritime Holdings,Marine Shipping,97654173
SHLS,Shoals Technologies Group,Solar,4009450200
SHLT,SHL Telemedicine,Health Information Services,176067299
SHO,Sunstone Hotel Investors,REIT - Hotel & Motel,2135221620
SHOO,Steven Madden,Footwear & Accessories,2354758820
SHOP,Shopify,Software - Application,76990981231
SHPH,Shuttle Pharmaceuticals Holdings,Drug Manufacturers - Specialty & Generic,14063723
SHPW,Shapeways Holdings,Specialty Industrial Machinery,20086198
SHUA,SHUAA Partners Acquisition Corp I,Shell Companies,143689096
SHW,The Sherwin-Williams Company,Specialty Chemicals,60029055300
SHYF,The Shyft Group,Farm & Heavy Construction Machinery,821205504
SIBN,SI-BONE,Medical Devices,921339336
SID,Companhia Siderúrgica Nacional,Steel,3567182057
SIDU,Sidus Space,Aerospace & Defense,12331487
SIEB,Siebert Financial,Capital Markets,74502148
SIEN,Sientra,Medical Devices,20694285
SIF,SIFCO Industries,Aerospace & Defense,15184568
SIFY,Sify Technologies,Telecom Services,227513790
SIG,Signet Jewelers,Luxury Goods,3173465425
SIGA,SIGA Technologies,Drug Manufacturers - Specialty & Generic,403376337
SIGI,Selective Insurance Group,Insurance - Property & Casualty,6204141568
SII,Sprott,Asset Management,852611760
SILC,Silicom,Communication Equipment,234916203
SILK,Silk Road Medical,Medical Devices,1192453594
SILO,Silo Pharma,Biotechnology,9008356
SILV,SilverCrest Metals,Other Precious Metals & Mining,995281614
SIM,Grupo Simec,Steel,4891389614
SIMO,Silicon Motion Technology,Semiconductors,1787624623
SINT,Sintx Technologies,Medical Devices,6075450
SIRE,Sisecam Resources LP,Chemicals,499746952
SIRI,Sirius XM Holdings,Entertainment,13655452452
SISI,Shineco,Drug Manufacturers - Specialty & Generic,10745696
SITC,SITE Centers,REIT - Retail,2462966660
SITE,SiteOne Landscape Supply,Industrial Distribution,6712572168
SITM,SiTime,Semiconductors,2084103892
SIX,Six Flags Entertainment,Leisure,2146236514
SJ,Scienjoy Holding,Broadcasting,186782080
SJM,The J. M. Smucker Company,Packaged Foods,16196942040
SJT,San Juan Basin Royalty Trust,Oil & Gas E&P,369607784
SJW,SJW Group,Utilities - Regulated Water,2332534206
SKE,Skeena Resources,Other Industrial Metals & Mining,421323120
SKGR,SK Growth Opportunities,Shell Companies,276150620
SKIL,Skillsoft,Education & Training Services,292511791
SKIN,The Beauty Health Company,Household & Personal Products,1358356480
SKLZ,Skillz,Electronic Gaming & Multimedia,225089539
SKM,"SK Telecom Co.,Ltd",Telecom Services,8124832635
SKT,Tanger Factory Outlet Centers,REIT - Retail,2056288550
SKWD,Skyward Specialty Insurance Group,Insurance - Property & Casualty,906053888
SKX,Skechers U.S.A.,Footwear & Accessories,8036883544
SKY,Skyline Champion,Residential Construction,3824987940
SKYH,Sky Harbour Group,Aerospace & Defense,530729041
SKYT,SkyWater Technology,Semiconductors,455377788
SKYW,SkyWest,Airlines,1267713432
SKYX,SKYX Platforms,Electrical Equipment & Parts,276390088
SLAB,Silicon Laboratories,Semiconductors,4476686279
SLAC,Social Leverage Acquisition Corp I,Shell Companies,103492401
SLAM,Slam Corp.,Shell Companies,416162886
SLB,Schlumberger,Oil & Gas Equipment & Services,64524691273
SLCA,U.S. Silica Holdings,Oil & Gas Equipment & Services,974859600
SLDB,Solid Biosciences,Biotechnology,117438600
SLDP,Solid Power,Electrical Equipment & Parts,337877000
SLF,Sun Life Financial,Insurance - Diversified,29185143164
SLG,SL Green Realty,REIT - Office,1451023770
SLGC,SomaLogic,Health Information Services,582459000
SLGG,Super League Gaming,Internet Content & Information,23980621
SLGL,Sol-Gel Technologies,Biotechnology,86336880
SLGN,Silgan Holdings,Packaging & Containers,5249097720
SLI,Standard Lithium,Other Industrial Metals & Mining,603932000
SLM,SLM Corporation,Credit Services,3708398822
SLN,Silence Therapeutics,Biotechnology,295885622
SLNA,Selina Hospitality,Resorts & Casinos,103527379
SLND,Southland Holdings,Engineering & Construction,371693545
SLNG,Stabilis Solutions,Oil & Gas Integrated,66154104
SLNH,Soluna Holdings,Scientific & Technical Instruments,5635141
SLNO,Soleno Therapeutics,Biotechnology,39536944
SLP,Simulations Plus,Health Information Services,840872014
SLQT,SelectQuote,Insurance Brokers,358312533
SLRC,SLR Investment,Asset Management,767583222
SLRN,Acelyrin,Biotechnology,2113564355
SLRX,Salarius Pharmaceuticals,Biotechnology,3562745
SLS,SELLAS Life Sciences Group,Biotechnology,49608825
SLVM,Sylvamo,Paper & Paper Products,1755310492
SLVR,SILVERspac,Shell Companies,321874979
SM,SM Energy Company,Oil & Gas E&P,3216625420
SMAP,SportsMap Tech Acquisition,Shell Companies,157874500
SMAR,Smartsheet,Software - Application,6224895480
SMBC,Southern Missouri Bancorp,Banks - Regional,395441430
SMBK,SmartFinancial,Banks - Regional,370689380
SMCI,Super Micro Computer,Computer Hardware,8618086815
SMFG,Sumitomo Mitsui Financial Group,Banks - Diversified,54524342298
SMFL,Smart for Life,Packaged Foods,2073651
SMG,The Scotts Miracle-Gro Company,Agricultural Inputs,3871217784
SMHI,SEACOR Marine Holdings,Marine Shipping,216774400
SMID,Smith-Midland,Building Materials,84785893
SMLP,"Summit Midstream Partners, LP",Oil & Gas Midstream,152524731
SMLR,Semler Scientific,Medical Devices,208628175
SMMF,Summit Financial Group,Banks - Regional,281783806
SMMT,Summit Therapeutics,Biotechnology,1172110787
SMP,Standard Motor Products,Auto Parts,802895730
SMPL,The Simply Good Foods Company,Packaged Foods,3753626437
SMR,NuScale Power,Utilities - Renewable,541692828
SMRT,SmartRent,Software - Application,684144397
SMSI,Smith Micro Software,Software - Application,78989174
SMTC,Semtech,Semiconductors,1353997617
SMTI,Sanara MedTech,Medical Instruments & Supplies,312288222
SMWB,Similarweb,Internet Content & Information,423477892
SMX,SMX (Security Matters),Specialty Business Services,23271408
SNA,Snap-on,Tools & Accessories,13807789348
SNAL,Snail,Electronic Gaming & Multimedia,55707547
SNAP,Snap Inc.,Internet Content & Information,15569204070
SNAX,Stryve Foods,Packaged Foods,25785831
SNBR,Sleep Number,"Furnishings, Fixtures & Appliances",425710960
SNCE,Science 37 Holdings,Health Information Services,35438924
SNCR,Synchronoss Technologies,Software - Infrastructure,84136151
SNCY,Sun Country Airlines Holdings,Airlines,1011858344
SND,Smart Sand,Oil & Gas Equipment & Services,66536953
SNDA,Sonida Senior Living,Medical Care Facilities,48819915
SNDL,SNDL Inc.,Drug Manufacturers - Specialty & Generic,457776000
SNDR,Schneider National,Trucking,4662088339
SNDX,Syndax Pharmaceuticals,Biotechnology,1492733910
SNES,SenesTech,Specialty Chemicals,3883469
SNEX,StoneX Group,Capital Markets,1761779427
SNFCA,Security National Financial,Mortgage Finance,151230596
SNGX,Soligenix,Biotechnology,4104397
SNMP,Evolve Transition Infrastructure LP,Oil & Gas Midstream,28624865
SNN,Smith & Nephew,Medical Devices,13917183330
SNOA,Sonoma Pharmaceuticals,Drug Manufacturers - Specialty & Generic,4416788
SNOW,Snowflake,Software - Application,57466500000
SNPO,Snap One Holdings,Electronics & Computer Distribution,671517582
SNPS,Synopsys,Software - Infrastructure,62215367000
SNPX,Synaptogenix,Biotechnology,6341064
SNRH,Senior Connect Acquisition I,Shell Companies,115730106
SNSE,Sensei Biotherapeutics,Biotechnology,46471200
SNT,Senstar Technologies,Security & Protection Services,34265700
SNTG,Sentage Holdings,Credit Services,6347037
SNTI,Senti Biosciences,Biotechnology,43324391
SNV,Synovus Financial,Banks - Regional,3993377391
SNX,TD SYNNEX,Electronics & Computer Distribution,8477032880
SNY,Sanofi,Drug Manufacturers - General,137439631483
SO,The Southern Company,Utilities - Regulated Electric,77865464000
SOBR,SOBR Safe,Scientific & Technical Instruments,32453316
SOFI,SoFi Technologies,Credit Services,4638617280
SOFO,Sonic Foundry,Software - Application,10624173
SOHO,Sotherly Hotels,REIT - Hotel & Motel,68403123
SOHU,Sohu.com,Electronic Gaming & Multimedia,413619298
SOI,Solaris Oilfield Infrastructure,Oil & Gas Equipment & Services,350252464
SOL,ReneSola,Solar,235643148
SOLO,Electrameccanica Vehicles,Auto Manufacturers,59644000
SON,Sonoco Products Company,Packaging & Containers,5844036823
SOND,Sonder Holdings,Lodging,143345302
SONM,Sonim Technologies,Communication Equipment,43455124
SONN,Sonnet BioTherapeutics Holdings,Biotechnology,7419249
SONO,Sonos,Consumer Electronics,1953060840
SONX,Sonendo,Medical Devices,63085839
SONY,Sony Group,Consumer Electronics,120993341864
SOPA,Society Pass,Software - Application,23664060
SOPH,SOPHiA GENETICS,Health Information Services,287534985
SOS,SOS Limited,Software - Infrastructure,25011494
SOTK,Sono-Tek,Scientific & Technical Instruments,86329676
SOUN,SoundHound AI,Software - Application,592276227
SOVO,Sovos Brands,Packaged Foods,1752222060
SP,SP Plus,Specialty Business Services,727917480
SPB,Spectrum Brands Holdings,Household & Personal Products,2975696565
SPCB,SuperCom,Security & Protection Services,5643154
SPCE,Virgin Galactic Holdings,Aerospace & Defense,1232074890
SPCM,"Sound Point Acquisition Corp I,",Shell Companies,343814583
SPFI,South Plains Financial,Banks - Regional,372494022
SPG,Simon Property Group,REIT - Retail,39436669229
SPGI,S&P Global,Financial Data & Stock Exchanges,117226736000
SPH,"Suburban Propane Partners,",Utilities - Regulated Gas,948624264
SPHR,Sphere Entertainment Co.,Entertainment,836399795
SPI,SPI Energy Co.,Solar,36048670
SPIR,Spire Global,Specialty Business Services,109883201
SPLK,Splunk,Software - Infrastructure,15932416180
SPLP,Steel Partners Holdings L.P.,Conglomerates,950526903
SPNS,Sapiens International Corporation,Software - Application,1330952888
SPNT,SiriusPoint,Insurance - Reinsurance,1536665725
SPOK,Spok Holdings,Health Information Services,260540470
SPOT,Spotify Technology,Internet Content & Information,28902451740
SPPI,Spectrum Pharmaceuticals,Biotechnology,253498570
SPR,Spirit AeroSystems Holdings,Aerospace & Defense,2691399700
SPRB,Spruce Biosciences,Biotechnology,92608413
SPRC,SciSparc,Biotechnology,4322543
SPRO,Spero Therapeutics,Biotechnology,97257830
SPRU,Spruce Power Holding,Solar,120986257
SPRY,ARS Pharmaceuticals,Biotechnology,809419360
SPSC,SPS Commerce,Software - Infrastructure,5849631936
SPT,Sprout Social,Software - Application,2432236019
SPTN,SpartanNash Company,Food Distribution,841814415
SPWH,Sportsman's Warehouse Holdings,Specialty Retail,225563913
SPWR,SunPower,Solar,1674395987
SPXC,SPX Technologies,Specialty Industrial Machinery,3584176786
SQ,Block,Software - Infrastructure,35477151690
SQFT,Presidio Property Trust,REIT - Diversified,11115228
SQL,SeqLL,Diagnostics & Research,4649167
SQM,Sociedad Química y Minera de Chile,Specialty Chemicals,20303150177
SQNS,Sequans Communications,Semiconductors,109959967
SQSP,Squarespace,Software - Infrastructure,4000262341
SQZ,SQZ Biotechnologies Company,Biotechnology,17107787
SR,Spire,Utilities - Regulated Gas,3576596000
SRAD,Sportradar Group AG,Software - Application,3741949440
SRC,Spirit Realty Capital,REIT - Diversified,5499278929
SRCE,1st Source,Banks - Regional,1026102180
SRCL,Stericycle,Waste Management,3984396740
SRDX,Surmodics,Medical Devices,262167150
SRE,Sempra,Utilities - Diversified,45882409987
SRG,Seritage Growth Properties,REIT - Retail,419040136
SRGA,Surgalign Holdings,Medical Devices,8108986
SRI,Stoneridge,Auto Parts,439662534
SRL,Scully Royalty,Capital Markets,109685020
SRPT,Sarepta Therapeutics,Biotechnology,13888471766
SRRK,Scholar Rock Holding,Biotechnology,444102834
SRT,Startek,Information Technology Services,118552266
SRTS,Sensus Healthcare,Medical Devices,45911040
SRZN,Surrozen,Biotechnology,16844408
SSB,SouthState,Banks - Regional,4807437775
SSBI,Summit State Bank,Banks - Regional,104356177
SSBK,Southern States Bancshares,Banks - Regional,176830615
SSD,Simpson Manufacturing Co.,Building Products & Equipment,5348709570
SSIC,Silver Spike Investment,Drug Manufacturers - Specialty & Generic,52203228
SSKN,STRATA Skin Sciences,Medical Devices,33137425
SSL,Sasol,Specialty Chemicals,7624718720
SSNC,SS&C Technologies Holdings,Software - Application,14000713050
SSNT,SilverSun Technologies,Software - Application,15873664
SSP,The E.W. Scripps Company,Broadcasting,690501406
SSRM,SSR Mining,Gold,3277472400
SSSS,SuRo Capital,Asset Management,95217696
SST,System1,Specialty Business Services,363305594
SSTI,ShotSpotter,Software - Application,316895424
SSTK,Shutterstock,Internet Content & Information,1878607188
SSU,SIGNA Sports United,Specialty Retail,1178234056
SSY,SunLink Health Systems,Pharmaceutical Retailers,6697599
SSYS,Stratasys,Computer Hardware,1052015132
ST,Sensata Technologies Holding,Scientific & Technical Instruments,6338985240
STAA,STAAR Surgical Company,Medical Instruments & Supplies,3059008228
STAF,Staffing 360 Solutions,Staffing & Employment Services,3807937
STAG,STAG Industrial,REIT - Industrial,6174156065
STBA,S&T Bancorp,Banks - Regional,1063801830
STBX,Starbox Group Holdings,Internet Content & Information,168018750
STC,Stewart Information Services,Insurance - Property & Casualty,1190338419
STCN,Steel Connect,Advertising Agencies,50451218
STE,STERIS,Medical Devices,20422801080
STEL,Stellar Bancorp,Banks - Regional,1218486006
STEM,"Stem, Inc.",Software - Infrastructure,615890880
STEP,StepStone Group,Asset Management,2281823722
STER,Sterling Check,Software - Infrastructure,1214595467
STET,ST Energy Transition I,Shell Companies,316063104
STG,Sunlands Technology Group,Education & Training Services,66078333
STGW,Stagwell,Advertising Agencies,2627788311
STHO,Star Holdings,Real Estate Services,217116000
STIM,Neuronetics,Diagnostics & Research,77140150
STIX,Semantix,Software - Application,209179879
STKH,Steakholder Foods,Packaged Foods,15025240
STKL,SunOpta,Packaged Foods,882963000
STKS,The ONE Group Hospitality,Restaurants,242296360
STLA,Stellantis,Auto Manufacturers,52572073989
STLD,Steel Dynamics,Steel,16406440040
STM,STMicroelectronics,Semiconductors,40575860040
STN,Stantec,Engineering & Construction,6526924590
STNE,StoneCo,Software - Infrastructure,4180784746
STNG,Scorpio Tankers,Oil & Gas Midstream,2973384558
STOK,Stoke Therapeutics,Biotechnology,495794970
STR,Sitio Royalties,Other Industrial Metals & Mining,3942503998
STRA,Strategic Education,Education & Training Services,1918621028
STRC,Sarcos Technology and Robotics,Computer Hardware,59868400
STRL,Sterling Infrastructure,Engineering & Construction,1352521534
STRM,Streamline Health Solutions,Health Information Services,92604590
STRO,Sutro Biopharma,Biotechnology,325638179
STRR,Star Equity Holdings,Diagnostics & Research,14406806
STRS,Stratus Properties,Real Estate - Diversified,156391536
STRT,Strattec Security,Auto Parts,75484444
STRW,Strawberry Fields REIT LLC,REIT - Healthcare Facilities,383380544
STSA,Satsuma Pharmaceuticals,Biotechnology,35141650
STSS,Sharps Technology,Medical Instruments & Supplies,10957712
STT,State Street,Asset Management,22729612544
STTK,Shattuck Labs,Biotechnology,117615031
STVN,Stevanato Group,Medical Instruments & Supplies,7141579020
STWD,Starwood Property Trust,REIT - Mortgage,5472129796
STX,Seagate Technology Holdings,Computer Hardware,12892925320
STXS,Stereotaxis,Medical Instruments & Supplies,181526400
STZ,Constellation Brands,Beverages - Wineries & Distilleries,43112657280
SU,Suncor Energy,Oil & Gas Integrated,37626245879
SUAC,ShoulderUp Technology Acquisition,Shell Companies,434093021
SUI,Sun Communities,REIT - Residential,16725046472
SUM,Summit Materials,Building Materials,3839364990
SUN,Sunoco LP,Oil & Gas Refining & Marketing,3705395832
SUNL,Sunlight Financial Holdings,Credit Services,49061119
SUNW,Sunworks,Solar,39110830
SUP,Superior Industries International,Auto Parts,100474560
SUPN,Supernus Pharmaceuticals,Drug Manufacturers - Specialty & Generic,1922472156
SUPV,Grupo Supervielle,Banks - Regional,413480250
SURF,Surface Oncology,Biotechnology,44924434
SURG,SurgePays,Software - Application,87237304
SUZ,Suzano,Paper & Paper Products,11857936310
SVC,Service Properties Trust,REIT - Hotel & Motel,1331840300
SVFD,Save Foods,Agricultural Inputs,4591514
SVII,Spring Valley Acquisition Corp. II,Shell Companies,321080339
SVM,Silvercorp Metals,Silver,622233948
SVRA,Savara,Biotechnology,298850300
SVRE,SaverOne 2014,Scientific & Technical Instruments,8389832
SVT,Servotronics,Electrical Equipment & Parts,31465363
SVVC,Firsthand Technology Value Fund,Asset Management,5859101
SWAG,Stran & Company,Shell Companies,181399056
SWAV,ShockWave Medical,Medical Devices,10077698930
SWBI,Smith & Wesson Brands,Aerospace & Defense,553072105
SWI,SolarWinds,Software - Infrastructure,1471635958
SWIM,Latham Group,Building Products & Equipment,407500950
SWK,Stanley Black & Decker,Tools & Accessories,12498000883
SWKH,SWK Holdings,Asset Management,216833184
SWKS,Skyworks Solutions,Semiconductors,16179698113
SWN,Southwestern Energy Company,Oil & Gas E&P,5902807286
SWSS,Springwater Special Situations,Shell Companies,75811147
SWTX,SpringWorks Therapeutics,Biotechnology,1906329319
SWVL,Swvl Holdings,Software - Application,6810300
SWX,Southwest Gas Holdings,Utilities - Regulated Gas,4097539840
SXC,SunCoke Energy,Coking Coal,632087510
SXI,Standex International,Specialty Industrial Machinery,1663045244
SXT,Sensient Technologies,Specialty Chemicals,3130732484
SXTC,China SXT Pharmaceuticals,Drug Manufacturers - Specialty & Generic,2378600
SY,So-Young International,Health Information Services,251918400
SYBT,Stock Yards Bancorp,Banks - Regional,1246227500
SYBX,Synlogic,Biotechnology,38839512
SYF,Synchrony Financial,Credit Services,12865701660
SYK,Stryker,Medical Devices,108328734960
SYM,Symbotic,Shell Companies,16125002203
SYNA,Synaptics,Semiconductors,3242540756
SYNH,Syneos Health,Diagnostics & Research,4313788140
SYPR,Sypris Solutions,Auto Parts,42394551
SYRS,Syros Pharmaceuticals,Biotechnology,82382000
SYT,SYLA Technologies Co.,Software - Application,1747277
SYTA,Siyata Mobile,Communication Equipment,7958292
SYY,Sysco,Food Distribution,37121080520
SZZL,Sizzle Acquisition,Shell Companies,114103913
T,AT&T Inc.,Telecom Services,116600193132
TA,TravelCenters of America,Specialty Retail,1298565600
TAC,TransAlta,Utilities - Independent Power Producers,2585520000
TACT,TransAct Technologies,Computer Hardware,72263789
TAIT,Taitron Components,Electronics & Computer Distribution,24402650
TAK,Takeda Pharmaceutical Company,Drug Manufacturers - Specialty & Generic,50304592353
TAL,TAL Education Group,Education & Training Services,3821797274
TALK,Talkspace,Medical Care Facilities,170206400
TALO,Talos Energy,Oil & Gas E&P,1515460920
TALS,Talaris Therapeutics,Biotechnology,120018060
TANH,Tantech Holdings,Household & Personal Products,5178820
TAOP,Taoping,Software - Infrastructure,10296528
TAP,Molson Coors Beverage Company,Beverages - Brewers,13545610389
TARA,Protara Therapeutics,Biotechnology,34828640
TARO,Taro Pharmaceutical Industries,Drug Manufacturers - Specialty & Generic,1108369854
TARS,Tarsus Pharmaceuticals,Biotechnology,433147792
TASK,TaskUs,Information Technology Services,1098187394
TAST,Carrols Restaurant Group,Restaurants,285516543
TATT,TAT Technologies,Aerospace & Defense,52909655
TAYD,Taylor Devices,Specialty Industrial Machinery,66373323
TBBK,The Bancorp,Banks - Regional,1709106250
TBCP,Thunder Bridge Capital Partners III,Shell Companies,126868888
TBI,TrueBlue,Staffing & Employment Services,497615336
TBIO,Telesis Bio,Medical Devices,64072093
TBLA,Taboola.com,Internet Content & Information,849166027
TBLD,Thornburg Income Builder Opportunities Trust,,482511776
TBLT,ToughBuilt Industries,Tools & Accessories,13847840
TBMC,Trailblazer Merger Corporation I,Shell Companies,86012916
TBNK,Territorial Bancorp,Banks - Regional,100423033
TBPH,Theravance Biopharma,Biotechnology,647909975
TC,TuanChe,Internet Content & Information,12206724
TCBC,TC Bancshares,Banks - Regional,69638800
TCBI,Texas Capital Bancshares,Banks - Regional,2349444876
TCBK,TriCo Bancshares,Banks - Regional,1114088140
TCBP,TC Biopharm (Holdings),Biotechnology,2033566
TCBS,Texas Community Bancshares,Banks - Regional,38308591
TCBX,Third Coast Bancshares,Banks - Regional,218780244
TCFC,The Community Financial Corporation,Banks - Regional,146664015
TCI,Transcontinental Realty Investors,Real Estate Services,317581403
TCJH,Top KingWin,Capital Markets,93240000
TCMD,Tactile Systems Technology,Medical Devices,497947480
TCN,Tricon Residential,Real Estate Services,2189358371
TCOA,Trajectory Alpha Acquisition,Shell Companies,222309385
TCOM,Trip.com Group,Travel Services,21484488032
TCON,TRACON Pharmaceuticals,Biotechnology,14762909
TCPC,BlackRock TCP Capital,Asset Management,620420802
TCRR,TCR2 Therapeutics,Biotechnology,73811996
TCRT,Alaunos Therapeutics,Biotechnology,151595015
TCRX,TScan Therapeutics,Biotechnology,77523200
TCS,The Container Store Group,Specialty Retail,113408288
TCX,Tucows,Software - Infrastructure,332523980
TD,The Toronto-Dominion Bank,Banks - Diversified,111484816451
TDC,Teradata,Software - Infrastructure,4651611000
TDCX,TDCX Inc.,Specialty Business Services,1199921040
TDG,TransDigm Group,Aerospace & Defense,45179076033
TDOC,Teladoc Health,Health Information Services,3892096570
TDS,Telephone and Data Systems,Telecom Services,782382336
TDUP,ThredUp,Internet Retail,283497492
TDW,Tidewater,Oil & Gas Equipment & Services,2291450230
TDY,Teledyne Technologies,Scientific & Technical Instruments,19583201456
TEAM,Atlassian Corporation,Software - Application,37777461282
TECH,Bio-Techne,Biotechnology,13205814889
TECK,Teck Resources,Other Industrial Metals & Mining,21515424000
TEDU,Tarena International,Education & Training Services,34652352
TEF,Telefónica,Telecom Services,24151931597
TEL,TE Connectivity,Electronic Components,39099470193
TELA,TELA Bio,Medical Devices,235426536
TELL,Tellurian,Oil & Gas E&P,748536002
TENB,Tenable Holdings,Software - Infrastructure,4576095050
TENK,TenX Keane Acquisition Ordinary Share,Shell Companies,186598670
TENX,Tenax Therapeutics,Biotechnology,6748816
